Catalogue Entry,Alternative Entries,Familiar Name,Right Ascension,Declination,Major Axis,Minor Axis,Magnitude,Name catalog,Name number,Type,Type Category,Constellation,Width ('),Height ('),Notes
B 92,,on northside of M24,18:15:06,-18:14:00.0,15.0,9.0,,B,92,Dark Nebula,nebulae,Sagittarius,,,large_dso
C 9,,Cave Nebula,22:57:54.0,+62:31:06,50.0,30.0,,C,9,HII Ionized region,nebulae,Cepheus,50.0,10.0,large_dso
C 14,,"Double Cluster, h & chi Persei",02:20:42.0,+57:08:15,50.0,50.0,,C,14,Association of stars,stars,Perseus,30.0,30.0,large_dso
C 41,,Hyades,04:26:54.0,+15:52:00,329.0,,,C,41,Open Cluster,clusters,Taurus,330.0,330.0,large_dso
C 99,NTH CS,"Coalsack Nebula, Coalsack Northern ",12:31:19.0,-63:44:36,,,,C,99,Dark Nebula,nebulae,Crux,300.0,300.0,large_dso
C 99,,Coalsack Nebula,12:31:19.0,-63:44:36,,,,C,99,Dark Nebula,nebulae,Crux,400.0,300.0,large_dso
Cl 399,,"Brocchi's Cluster, Al Sufi's Cluster, Coathanger Asterism",19:25:24.0,+20:11:00,70.0,,3.6,Cl,399,Association of stars,stars,Vulpecula,,,large_dso
ESO 56,,"Large Magellanic Cloud,Nubecula Major",05:23:34.5,-69:45:22,646.0,550.0,0.29,ESO,56,Galaxy,galaxies,Dorado,,,large_dso
ESO 351,,Sculptor Dwarf Elliptical,01:00:09.35,-33:42:32.5,15.26,15.26,8.6,ESO,351,Galaxy,galaxies,Sculptor,,,large_dso
ESO 356,,Fornax Dwarf Spheroidal,02:39:59.33,-34:26:57.1,12.88,10.47,7.4,ESO,356,Galaxy,galaxies,Fornax,,,small_dso
H 5,,,12:27:16.0,-60:46:42,6.0,,7.1,H,5,Open Cluster,clusters,Crux,,,small_dso
H 20,,,19:53:06.0,+18:20:00,5.1,,7.7,H,20,Open Cluster,clusters,Sagitta,,,small_dso
H 21,,,23:54:13.2,+61:44:24,1.8,,9.0,H,21,Open Cluster,clusters,Cassiopeia,,,small_dso
IC 10,,,00:20:17.34,+59:18:13.6,6.76,6.03,10.35,IC,10,Galaxy,galaxies,Cassiopeia,,,tiny_dso
IC 127,,,01:29:47.61,-06:58:48.2,1.69,0.45,9.2,IC,127,Galaxy,galaxies,Cetus,,,small_dso
IC 341,,,03:40:55.69,+21:57:36.7,134.9,,,IC,341,Nebula,nebulae,Taurus,,,large_dso
IC 342,C 5,,03:46:48.50,+68:05:46.9,19.77,18.79,,IC,342,Galaxy,galaxies,Camelopardalis,18.0,17.0,large_dso
IC 349,,Barnard's Merope Nebula,03:46:20.11,+23:56:23.3,25.7,,,IC,349,Reflection Nebula,nebulae,Taurus,,,large_dso
IC 353,,,03:53:01.07,+25:50:52.8,181.97,30.2,,IC,353,Nebula,nebulae,Taurus,180.0,180.0,large_dso
IC 354,,,03:53:57.91,+23:08:49.2,128.82,,,IC,354,Nebula,nebulae,Taurus,,,large_dso
IC 359A,,,04:18:41.00,+28:17:24.0,15.0,10.0,,IC,359,Reflection Nebula,nebulae,Taurus,,,large_dso
IC 360,,,04:09:02.57,+26:07:52.3,180.0,100.0,,IC,360,Nebula,nebulae,Taurus,180.0,180.0,large_dso
IC 405,C 31,Flaming Star Nebula,05:16:29.48,+34:21:22.2,50.0,30.0,,IC,405,Nebula,nebulae,Auriga,30.0,19.0,large_dso
IC 410,,,05:22:42.00,+33:22:00.0,40.0,30.0,,IC,410,Nebula,nebulae,Auriga,40.0,40.0,large_dso
IC 434,,"Flame Nebula,Orion B, Horsehead nebula",05:41:00.88,-02:27:13.6,90.0,30.0,,IC,434,HII Ionized region,nebulae,Orion,60.0,60.0,large_dso
IC 443,,Gem A,06:16:37.41,+22:31:54.0,50.0,40.0,,IC,443,Supernova remnant,nebulae,Gemini,50.0,50.0,large_dso
IC 447,IC 0447,,06:31:00.32,+09:53:50.8,25.0,20.0,,IC,447,HII Ionized region,nebulae,Monoceros,25.0,25.0,large_dso
IC 448,,,06:32:45.34,+07:23:19.1,15.0,10.0,,IC,448,HII Ionized region,nebulae,Monoceros,,,large_dso
IC 468,,,07:17:19.00,-13:13:07.3,,,,IC,468,Other classification (see object notes),other,Canis Major,20.0,20.0,large_dso
IC 1274,,,18:09:51.03,-23:38:53.6,20.0,5.0,,IC,1274,HII Ionized region,nebulae,Sagittarius,,,large_dso
IC 1283,,,18:17:16.85,-19:45:44.0,15.0,15.0,,IC,1283,HII Ionized region,nebulae,Sagittarius,,,large_dso
IC 1284,,,18:17:39.63,-19:40:19.3,16.98,15.14,,IC,1284,Nebula,nebulae,Sagittarius,,,large_dso
IC 1287,,,18:31:25.69,-10:47:44.9,20.0,10.0,,IC,1287,Reflection Nebula,nebulae,Scutum,44.0,44.0,large_dso
IC 1310,,,20:10:00.98,+34:58:08.0,15.0,3.0,,IC,1310,Star cluster + Nebula,nebulae,Cygnus,,,large_dso
IC 1340,,,20:56:08.25,+31:02:52.3,25.12,19.95,,IC,1340,Supernova remnant,nebulae,Cygnus,25.0,25.0,large_dso
IC 1396,,,21:38:57.62,+57:29:20.6,14.0,4.0,,IC,1396,Star cluster + Nebula,nebulae,Cepheus,170.0,170.0,large_dso
IC 1442,,,22:16:01.33,+53:59:28.8,4.2,,9.1,IC,1442,Open Cluster,clusters,Lacerta,,,small_dso
IC 1613,,,01:04:47.79,+02:07:04.0,18.32,17.14,9.54,IC,1613,Galaxy,galaxies,Cetus,,,large_dso
IC 1795,,,02:26:31.96,+62:02:29.9,12.0,12.0,,IC,1795,HII Ionized region,nebulae,Cassiopeia,20.0,20.0,large_dso
IC 1805,,,02:32:41.51,+61:27:24.8,60.0,60.0,6.5,IC,1805,Star cluster + Nebula,nebulae,Cassiopeia,60.0,60.0,large_dso
IC 1831,,,02:43:56.40,+62:24:41.9,120.23,,,IC,1831,Nebula,nebulae,Cassiopeia,,,large_dso
IC 1848,,,02:51:10.59,+60:24:08.9,40.0,10.0,6.5,IC,1848,Star cluster + Nebula,nebulae,Cassiopeia,60.0,60.0,large_dso
IC 2157,,,06:04:47.58,+24:04:15.7,2.7,,8.4,IC,2157,Open Cluster,clusters,Gemini,,,small_dso
IC 2163,,,06:16:27.98,-21:22:33.1,3.37,0.95,11.11,IC,2163,Galaxy,galaxies,Canis Major,,,tiny_dso
IC 2177,,,07:04:36.91,-10:28:15.8,20.0,20.0,,IC,2177,Reflection Nebula,nebulae,Monoceros,120.0,120.0,large_dso
IC 2391,C 85,"Omicron Vel Cluster, omi Vel Cluster",08:40:31.88,-53:02:07.7,29.1,,2.5,IC,2391,Open Cluster,clusters,Vela,50.0,50.0,large_dso
IC 2395,,,08:42:30.11,-48:09:02.0,6.0,,4.6,IC,2395,Open Cluster,clusters,Vela,,,small_dso
IC 2488,,,09:27:38.23,-57:00:25.0,7.2,,7.4,IC,2488,Open Cluster,clusters,Vela,,,small_dso
IC 2574,,Coddington's Nebula,10:28:23.48,+68:24:43.7,12.91,5.57,10.46,IC,2574,Galaxy,galaxies,Ursa Major,,,tiny_dso
IC 2581,,,10:27:29.15,-57:37:02.3,6.0,,4.3,IC,2581,Open Cluster,clusters,Carina,,,small_dso
IC 2599,,,10:37:27.09,-58:44:00.2,20.0,20.0,,IC,2599,HII Ionized region,nebulae,Carina,,,large_dso
IC 2602,C 102,"Theta Car Cluster, Southern Pleiades",10:42:57.47,-64:23:39.1,48.0,,,IC,2602,Open Cluster,clusters,Carina,50.0,50.0,large_dso
IC 2714,,,11:17:27.35,-62:43:30.4,7.2,,8.2,IC,2714,Open Cluster,clusters,Carina,,,small_dso
IC 2872,,,11:28:08.03,-62:59:20.2,15.14,6.03,,IC,2872,Nebula,nebulae,Centaurus,,,large_dso
IC 2944,,"lam Cen Nebula, lambda Cen nebula",11:35:46.93,-63:01:11.4,7.2,,,IC,2944,Star cluster + Nebula,nebulae,Centaurus,75.0,75.0,large_dso
IC 2948,,lambda Cen nebula,11:39:05.94,-63:26:37.9,6.0,,,IC,2948,Star cluster + Nebula,nebulae,Centaurus,60.0,60.0,large_dso
IC 4291,,,13:36:56.41,-62:05:35.2,5.1,,9.7,IC,4291,Open Cluster,clusters,Centaurus,,,small_dso
IC 4499,,,15:00:19.25,-82:12:48.6,5.1,,8.56,IC,4499,Globular Cluster,clusters,Apus,,,small_dso
IC 4592,,,16:11:58.67,-19:27:16.8,60.0,40.0,,IC,4592,Reflection Nebula,nebulae,Scorpius,150.0,150.0,large_dso
IC 4593,,,16:11:44.50,+12:04:17.0,0.66,,10.7,IC,4593,Planetary Nebula,nebulae,Hercules,,,tiny_dso
IC 4601,,,16:20:17.80,-20:05:14.3,20.0,10.0,,IC,4601,Nebula,nebulae,Scorpius,20.0,20.0,large_dso
IC 4603,,,16:25:24.48,-24:28:06.1,20.0,5.0,,IC,4603,Nebula,nebulae,Ophiuchus,20.0,20.0,large_dso
IC 4604,,"rho Oph Nebula, rho Oph nebula",16:25:31.17,-23:26:11.7,60.0,25.0,,IC,4604,Nebula,nebulae,Ophiuchus,60.0,60.0,large_dso
IC 4605,,,16:30:12.48,-25:06:54.6,30.0,15.0,,IC,4605,Nebula,nebulae,Scorpius,30.0,30.0,large_dso
IC 4628,,,16:56:58.43,-40:27:03.5,89.13,58.88,,IC,4628,Nebula,nebulae,Scorpius,90.0,90.0,large_dso
IC 4651,,,17:24:49.14,-49:56:17.7,9.6,,6.9,IC,4651,Open Cluster,clusters,Ara,,,small_dso
IC 4665,,,17:46:27.18,+05:38:55.4,24.6,,4.2,IC,4665,Open Cluster,clusters,Ophiuchus,41.0,41.0,large_dso
IC 4685,,,18:09:17.50,-23:59:14.1,15.0,10.0,,IC,4685,Nebula,nebulae,Sagittarius,,,large_dso
IC 4701,,,18:16:35.74,-16:38:53.8,60.0,40.0,,IC,4701,Nebula,nebulae,Sagittarius,60.0,60.0,large_dso
IC 4703,,"Eagle Nebula,Star Queen",18:18:56.22,-13:50:43.4,5.05,5.05,6.0,IC,4703,Nebula,nebulae,Serpens Cauda,,,small_dso
IC 4756,,,18:38:51.51,+05:27:43.8,24.0,,4.6,IC,4756,Open Cluster,clusters,Serpens Cauda,52.0,52.0,large_dso
IC 4954,,,20:04:45.02,+29:15:10.1,3.0,1.0,,IC,4954,HII Ionized region,nebulae,Vulpecula,25.0,25.0,large_dso
IC 4996,,,20:16:33.27,+37:33:19.0,6.0,,7.3,IC,4996,Open Cluster,clusters,Cygnus,,,small_dso
IC 5068,,,20:50:29.76,+42:28:39.7,40.0,30.0,,IC,5068,HII Ionized region,nebulae,Cygnus,80.0,80.0,large_dso
IC 5070,,"Pelican Nebula, Pelican nebula",20:51:00.72,+44:24:05.4,60.0,50.0,,IC,5070,HII Ionized region,nebulae,Cygnus,80.0,80.0,large_dso
IC 5146,,Cocoon Nebula,21:53:28.76,+47:16:00.9,10.0,10.0,7.2,IC,5146,Star cluster + Nebula,nebulae,Cygnus,,,small_dso
IC 5271,,,22:58:01.82,-33:44:32.0,3.0,1.16,11.54,IC,5271,Galaxy,galaxies,Piscis Austrinus,,,tiny_dso
M 1,,Crab Nebula,05:34:31.97,+22:00:52.1,8.0,4.0,8.4,M,1,Supernova remnant,nebulae,Taurus,,,small_dso
M 2,,,21:33:27.01,-00:49:23.9,8.4,,6.25,M,2,Globular Cluster,clusters,Aquarius,,,large_dso
M 3,,,13:42:11.23,+28:22:31.6,16.2,,6.39,M,3,Globular Cluster,clusters,Canes Venatici,,,large_dso
M 4,NGC 6121,,16:23:35.40,-26:31:31.9,28.2,,5.4,M,4,Globular Cluster,clusters,Scorpius,26.3,26.3,large_dso
M 5,,,15:18:33.75,+02:04:57.7,15.0,,5.95,M,5,Globular Cluster,clusters,Serpens Caput,,,large_dso
M 6,NGC 6405,Butterfly Cluster,17:40:20.75,-32:15:15.0,15.6,,4.2,M,6,Open Cluster,clusters,Scorpius,25.0,25.0,large_dso
M 7,NGC 6475,Ptolemy's Cluster,17:53:51.18,-34:47:34.2,22.2,,3.3,M,7,Open Cluster,clusters,Scorpius,80.0,80.0,large_dso
M 8,NGC 6523,Lagoon Nebula,18:03:41.27,-24:22:48.6,45.0,30.0,5.8,M,8,Nebula,nebulae,Sagittarius,90.0,40.0,large_dso
M 9,,,17:19:11.78,-18:30:58.5,6.9,,8.42,M,9,Globular Cluster,clusters,Ophiuchus,,,small_dso
M 10,,,16:57:08.99,-04:05:57.6,9.3,,4.98,M,10,Globular Cluster,clusters,Ophiuchus,,,large_dso
M 11,,"Amas de l'Ecu de Sobieski,Wild Duck Cluster",18:51:05.99,-06:16:12.1,9.0,,5.8,M,11,Open Cluster,clusters,Scutum,,,small_dso
M 12,,,16:47:14.52,-01:56:52.2,11.1,,6.07,M,12,Globular Cluster,clusters,Ophiuchus,,,large_dso
M 13,NGC 6205,"Great Hercules Globular, Hercules Globular Cluster",16:41:41.63,+36:27:40.7,16.5,,5.8,M,13,Globular Cluster,clusters,Hercules,16.6,16.6,large_dso
M 14,,,17:37:36.16,-03:14:45.3,,,5.73,M,14,Globular Cluster,clusters,Ophiuchus,,,tiny_dso
M 15,,,21:29:58.38,+12:10:00.6,11.1,,6.3,M,15,Globular Cluster,clusters,Pegasus,,,large_dso
M 16,NGC 6611,"Eagle Nebula, Eagle nebula",18:18:48.17,-13:48:26.0,120.0,25.0,6.0,M,16,Nebula,nebulae,Serpens Cauda,35.0,35.0,large_dso
M 16,NGC 6611,"Eagle Nebula, Eagle nebula",18:18:48.17,-13:48:26.0,120.0,25.0,6.0,M,16,Nebula,nebulae,Serpens Cauda,35.0,35.0,large_dso
M 17,NGC 6618,"Checkmark Nebula,Lobster Nebula,Swan Nebula,omega Nebula, M  17",18:20:47.11,-16:10:17.5,12.6,,7.0,M,17,Nebula,nebulae,Sagittarius,46.0,46.0,large_dso
M 18,,,18:19:58.49,-17:06:07.1,6.0,,6.9,M,18,Open Cluster,clusters,Sagittarius,,,small_dso
M 19,,,17:02:37.68,-26:16:04.6,7.5,,5.57,M,19,Globular Cluster,clusters,Ophiuchus,,,large_dso
M 20,NGC 6514,Trifid Nebula,18:02:42.11,-22:58:18.8,28.0,28.0,8.5,M,20,Nebula,nebulae,Sagittarius,28.0,28.0,large_dso
M 21,,,18:04:13.45,-22:29:24.2,6.0,,5.9,M,21,Open Cluster,clusters,Sagittarius,,,large_dso
M 22,NGC 6656,Sagittarius Cluster,18:36:24.20,-23:54:12.3,12.6,,6.17,M,22,Globular Cluster,clusters,Sagittarius,24.0,24.0,large_dso
M 23,NGC 6494,,17:57:04.77,-18:59:07.2,16.8,,5.5,M,23,Open Cluster,clusters,Sagittarius,27.0,27.0,large_dso
M 24,IC 4715,"Sagittarius Star Cloud, Small Sgr Star Cloud",18:16:56.12,-18:30:52.4,120.0,60.0,4.5,M,24,Association of stars,stars,Sagittarius,90.0,90.0,large_dso
M 25,"IC 4725, IC C4725",,18:31:46.77,-19:06:53.8,14.1,,4.6,M,25,Open Cluster,clusters,Sagittarius,40.0,40.0,large_dso
M 26,,,18:45:18.66,-09:23:01.0,6.0,,8.87,M,26,Open Cluster,clusters,Scutum,,,small_dso
M 27,,Dumbbell Nebula,19:59:36.38,+22:43:15.7,6.7,,7.4,M,27,Planetary Nebula,nebulae,Vulpecula,,,small_dso
M 28,,,18:24:32.89,-24:52:11.4,5.1,,6.9,M,28,Globular Cluster,clusters,Sagittarius,,,small_dso
M 29,,,20:23:57.77,+38:30:27.6,3.6,,6.6,M,29,Open Cluster,clusters,Cygnus,,,small_dso
M 30,,,21:40:22.02,-23:10:44.7,9.0,,7.1,M,30,Globular Cluster,clusters,Capricornus,,,small_dso
M 31,NGC 224,Andromeda Galaxy,00:42:44.35,+41:16:08.6,177.83,69.66,3.44,M,31,Galaxy,galaxies,Andromeda,178.0,63.0,large_dso
M 32,,,00:42:41.83,+40:51:55.0,7.74,4.86,8.13,M,32,Galaxy,galaxies,Andromeda,,,small_dso
M 33,NGC 598,"Triangulum Galaxy, Triangulum Galaxy,Triangulum Pinwheel",01:33:50.89,+30:39:36.8,62.09,36.73,5.79,M,33,Galaxy,galaxies,Triangulum,73.0,45.0,large_dso
M 34,NGC 1039,,02:42:07.40,+42:44:46.1,22.5,,5.2,M,34,Open Cluster,clusters,Perseus,35.0,35.0,large_dso
M 35,NGC 2168,,06:09:05.06,+24:20:19.1,24.0,,5.1,M,35,Open Cluster,clusters,Gemini,28.0,28.0,large_dso
M 36,,,05:36:17.74,+34:08:26.7,7.2,,6.0,M,36,Open Cluster,clusters,Auriga,,,small_dso
M 37,NGC 2099,,05:52:18.35,+32:33:10.8,11.4,,5.6,M,37,Open Cluster,clusters,Auriga,24.0,24.0,large_dso
M 38,NGC 1912,,05:28:42.49,+35:51:17.7,9.6,,6.4,M,38,Open Cluster,clusters,Auriga,21.0,21.0,large_dso
M 39,NGC 7092,,21:31:48.32,+48:26:17.4,19.5,,4.6,M,39,Open Cluster,clusters,Cygnus,32.0,32.0,large_dso
M 41,NGC 2287,,06:45:59.94,-20:45:15.2,12.0,,4.5,M,41,Open Cluster,clusters,Canis Major,38.0,38.0,large_dso
M 42,NGC 1976,"Great Nebula in Orion, Great Orion Nebula,Orion Nebula",05:35:16.48,-05:23:22.8,90.0,60.0,4.0,M,42,Star cluster + Nebula,nebulae,Orion,85.0,60.0,large_dso
M 43,NGC 1982,"De Mairan's Nebula, Mairan's Nebula",05:35:31.38,-05:16:02.9,20.0,15.0,9.0,M,43,HII Ionized region,nebulae,Orion,20.0,15.0,large_dso
M 44,NGC 2632,"Beehive Cluster, Beehive,Praesepe Cluster",08:40:22.20,+19:40:19.4,108.6,,3.1,M,44,Open Cluster,clusters,Cancer,95.0,95.0,large_dso
M 45,,Pleiades,03:47:28.6,+24:06:19,150.0,150.0,1.2,M,45,Open Cluster,clusters,Taurus,110.0,110.0,large_dso
M 46,NGC 2437,,07:41:46.82,-14:48:36.0,21.0,,6.1,M,46,Open Cluster,clusters,Puppis,27.0,27.0,large_dso
M 47,NGC 2422,,07:36:35.02,-14:28:57.4,19.8,,4.4,M,47,Open Cluster,clusters,Puppis,30.0,30.0,large_dso
M 48,NGC 2548,,08:13:43.18,-05:45:01.6,28.2,,5.8,M,48,Open Cluster,clusters,Hydra,54.0,54.0,large_dso
M 49,,,12:29:46.76,+08:00:01.7,10.21,8.38,8.28,M,49,Galaxy,galaxies,Virgo,,,small_dso
M 50,,,07:02:40.47,-08:21:50.5,14.1,,5.9,M,50,Open Cluster,clusters,Monoceros,,,large_dso
M 51,,Whirlpool Galaxy,13:29:52.71,+47:11:42.6,13.71,11.67,8.36,M,51,Galaxy,galaxies,Canes Venatici,,,small_dso
M 52,,,23:24:48.40,+61:35:35.4,9.9,,6.9,M,52,Open Cluster,clusters,Cassiopeia,,,large_dso
M 53,,,13:12:55.23,+18:10:08.8,9.0,,7.79,M,53,Globular Cluster,clusters,Coma Berenices,,,small_dso
M 54,,,18:55:03.27,-30:28:42.6,5.1,,7.7,M,54,Globular Cluster,clusters,Sagittarius,,,small_dso
M 55,NGC 6809,,19:39:59.40,-30:57:43.5,12.0,,6.49,M,55,Globular Cluster,clusters,Sagittarius,19.0,19.0,large_dso
M 56,,,19:16:35.51,+30:11:04.2,5.8,,8.4,M,56,Globular Cluster,clusters,Lyra,,,small_dso
M 57,,Ring Nebula,18:53:35.01,+33:01:42.9,1.27,,8.8,M,57,Planetary Nebula,nebulae,Lyra,,,small_dso
M 58,,,12:37:43.52,+11:49:05.5,5.01,3.84,10.3,M,58,Galaxy,galaxies,Virgo,,,tiny_dso
M 59,,,12:42:02.24,+11:38:49.3,4.55,3.21,9.56,M,59,Galaxy,galaxies,Virgo,,,small_dso
M 60,,,12:43:39.98,+11:33:09.7,6.78,5.45,8.79,M,60,Galaxy,galaxies,Virgo,,,small_dso
M 61,,,12:21:54.90,+04:28:25.1,6.89,6.56,10.25,M,61,Galaxy,galaxies,Virgo,,,tiny_dso
M 62,,,17:01:12.60,-30:06:44.5,7.8,,7.39,M,62,Globular Cluster,clusters,Ophiuchus,,,large_dso
M 63,,Sunflower Galaxy,13:15:49.33,+42:01:45.4,11.83,7.16,8.61,M,63,Galaxy,galaxies,Canes Venatici,,,small_dso
M 64,,"Black Eye Galaxy,Evil Eye Galaxy",12:56:43.64,+21:40:58.7,10.52,5.33,8.52,M,64,Galaxy,galaxies,Coma Berenices,,,small_dso
M 65,,Leo Triplet,11:18:55.92,+13:05:32.5,7.64,1.97,9.32,M,65,Galaxy,galaxies,Leo,,,small_dso
M 66,,,11:20:14.96,+12:59:29.5,10.28,4.61,8.92,M,66,Galaxy,galaxies,Leo,,,small_dso
M 67,NGC 2682,,08:51:20.13,+11:48:43.0,33.0,,6.9,M,67,Open Cluster,clusters,Cancer,30.0,30.0,large_dso
